Ticker,Name,Market Cap,P/E ttm,EPS ttm,Net Income(a),Beta,Dividend(a),Div Yield,Last,Wtd Alpha,YTD %Chg,1M %Chg,3M %Chg,52W %Chg,Opinion,20D Rel Str,20D His Vol,20D Avg Vol,52W Low,52W High
OZK,Bank Ozk,3273939000,8.19,3.19,417110000,1.90,0.96,0.0378,25.39,-21.60,0.1121,-0.0298,-0.1402,-0.3434,-0.88,0.4026,0.2774,969925,21.02,39.08
PACW,Pacwest Bancorp,4110023000,9.20,3.86,465340000,1.50,2.40,0.0690,34.77,-20.60,0.0448,0.0046,-0.0767,-0.2869,-0.80,0.4459,0.2509,828855,31.16,48.63
PAG,Penske Automotive Group,3499496000,8.42,5.18,471000000,1.30,1.60,0.0375,42.63,-4.80,0.0573,-0.0364,-0.0932,-0.0698,-0.40,0.4014,0.2091,284620,38.49,49.28
PANW,Palo Alto Networks Inc,20071108000,394.09,0.54,-81900000,0.99,0.00,0.0000,206.94,-2.90,0.0987,-0.0416,-0.0138,-0.0256,-1.00,0.4820,0.2854,1204540,160.08,260.63
PAYC,Paycom Software Inc,12128200000,85.72,2.50,137070000,1.38,0.00,0.0000,207.60,46.60,0.6954,-0.1683,-0.1316,0.5404,-0.08,0.4134,0.3084,642455,107.46,259.71
PAYX,Paychex Inc,29380044000,28.80,2.88,1034400000,0.90,2.48,0.0302,82.08,17.00,0.2599,-0.0237,-0.0326,0.1343,-0.16,0.4864,0.1718,1747570,61.32,88.43
PB,Prosperity Bancshares,4606538000,14.59,4.73,321810000,1.36,1.64,0.0244,67.35,0.60,0.0811,0.0273,0.0045,-0.0499,0.08,0.4710,0.2003,505675,57.01,75.36
PBCT,People's United Finl,5949141000,11.25,1.36,468100000,1.26,0.71,0.0476,14.92,-10.00,0.0340,0.0102,-0.1135,-0.1366,-0.80,0.4290,0.2141,3367785,13.66,18.03
PBF,PBF Energy Inc,3150814000,14.80,1.81,128320000,1.63,1.20,0.0457,26.28,-42.10,-0.1956,0.0713,-0.0843,-0.5022,-0.24,0.5397,0.5086,2231590,21.09,53.58
PCAR,Paccar Inc,23054318000,9.98,6.79,2195100000,1.26,1.28,0.0192,66.56,5.20,0.1649,-0.0260,-0.0580,-0.0230,-0.32,0.4495,0.2133,1678790,53.43,73.00
PCG,Pacific Gas & Electric Company,5768542000,2.83,4.07,-6837000000,0.41,0.00,0.0000,10.90,-54.30,-0.5411,0.0697,-0.4984,-0.7725,-0.88,0.4482,0.8995,11840025,5.07,49.42
PCTY,Paylocity Hldng Corp,5071986000,110.38,0.89,53820000,1.57,0.00,0.0000,95.55,37.70,0.5869,-0.1101,-0.0535,0.3679,-0.08,0.4484,0.3322,370535,53.46,112.46
PD,Pagerduty Inc,2013188000,0.00,-0.54,-40740000,NaN,0.00,0.0000,26.39,NaN,-0.3101,-0.1872,-0.4465,-0.3101,NaN,0.3595,0.7360,929830,24.80,59.82
PE,Parsley Energy,5022132000,12.46,1.29,369130000,0.47,0.12,0.0076,15.86,-40.60,-0.0075,-0.0816,-0.1352,-0.4713,-0.72,0.4018,0.3723,4913750,13.72,31.05
PEG,Public Service Enterprise Group Inc,30929752000,19.61,3.17,1438000000,0.30,1.88,0.0307,61.17,13.50,0.1752,0.0124,0.0248,0.1429,0.72,0.5186,0.1083,2038375,49.22,62.60
PEGA,Pegasystems Inc,5782176000,0.00,-0.73,10620000,1.22,0.12,0.0016,73.07,33.40,0.5277,0.0208,-0.0001,0.2521,0.56,0.5487,0.2854,261135,43.21,79.67
PEN,Penumbra Inc,4794126000,179.50,0.80,6600000,0.71,0.00,0.0000,137.79,-3.80,0.1276,0.0453,-0.1626,0.0242,-0.88,0.4411,0.3773,828210,110.84,185.70
PEP,Pepsico Inc,191372000000,24.88,5.56,12515000000,0.56,3.82,0.0278,137.24,28.60,0.2422,-0.0009,0.0353,0.2685,1.00,0.5425,0.1782,4508775,104.53,140.45
PFE,Pfizer Inc,195965000000,11.67,3.07,11152000000,0.66,1.44,0.0406,35.43,-21.80,-0.1883,-0.0293,-0.1818,-0.2175,-0.88,0.4250,0.1554,19407295,33.97,46.47
PFG,Principal Financial Group Inc,14600546000,9.47,5.73,1546500000,1.52,2.20,0.0420,52.37,-4.00,0.1856,-0.0391,-0.1009,-0.1365,-0.24,0.3939,0.2401,968780,40.42,60.81
PFPT,Proofpoint Inc,7011552000,0.00,-1.11,-103750000,1.66,0.00,0.0000,125.05,25.30,0.4921,-0.0004,0.0210,0.3148,0.88,0.5100,0.2643,752475,75.92,133.00
PG,Procter & Gamble Company,302643000000,27.12,4.53,3897000000,0.42,2.98,0.0247,120.93,47.10,0.3156,-0.0158,0.0603,0.4676,0.80,0.4989,0.1703,6660270,78.49,125.36
PGR,Progressive Corp,43497812000,13.77,5.50,2615300000,0.68,0.40,0.0054,74.40,8.50,0.2332,-0.0386,-0.1103,0.0474,-0.56,0.4301,0.2591,3812295,56.71,84.96
PGRE,Paramount Group Inc,2994292000,13.55,0.21,9150000,0.77,0.40,0.0313,12.79,-11.80,0.0183,-0.0325,-0.0993,-0.1422,-1.00,0.4017,0.1703,2008555,12.18,15.11
PH,Parker-Hannifin Corp,21409218000,14.44,11.83,1512360000,1.57,3.52,0.0211,166.61,-0.70,0.1171,-0.0397,0.0048,-0.0819,-0.16,0.4346,0.2387,809500,140.82,190.97
PHM,Pultegroup,10041899000,10.29,3.57,1022020000,0.65,0.44,0.0120,36.62,59.10,0.4090,0.0593,0.1330,0.5132,1.00,0.6370,0.1525,3191100,20.64,37.09
PII,Polaris Industries Inc,5013920000,12.95,6.50,335260000,1.46,2.44,0.0297,82.03,-12.60,0.0698,0.0159,-0.0238,-0.1479,-0.48,0.4286,0.2693,549195,70.27,103.19
PINC,Premier Inc Cl A,3645453000,12.71,2.27,109120000,0.32,0.00,0.0000,28.92,-38.00,-0.2257,-0.1728,-0.2607,-0.3787,-0.88,0.2761,0.4384,1250830,27.37,47.22
PK,Park Hotels & Resorts Inc,4726044000,8.34,1.41,472000000,1.33,1.80,0.0768,23.44,-24.50,-0.0978,-0.0314,-0.1516,-0.2568,-0.88,0.3569,0.2013,5443480,23.02,33.02
PKG,Packaging Corp of America,9668879000,12.32,8.42,738000000,1.71,3.16,0.0309,102.14,14.80,0.2238,0.0152,0.0266,0.0075,0.88,0.4881,0.2345,735135,77.90,109.36
PKI,Perkinelmer,8786111000,22.37,3.77,237930000,1.29,0.28,0.0035,79.10,-13.50,0.0070,-0.0554,-0.1799,-0.1279,-0.88,0.3540,0.2707,671610,71.83,103.00
PLAN,Anaplan Inc,6275013000,0.00,-1.68,-131020000,NaN,0.00,0.0000,47.60,68.20,0.7935,-0.0827,-0.1046,0.9588,0.08,0.4421,0.5588,2819975,20.37,60.36
PLD,Prologis Inc,53734324000,28.40,2.69,1649360000,1.01,2.12,0.0249,85.14,35.80,0.4499,0.0041,0.0344,0.2861,1.00,0.5358,0.1531,2059695,55.21,86.94
PLNT,Planet Fitness,5203671000,40.30,1.42,88020000,0.62,0.00,0.0000,56.20,2.50,0.0481,-0.1415,-0.2639,0.1609,-0.88,0.3111,0.2245,1088440,44.97,81.90
PM,Philip Morris International Inc,118820000000,14.73,5.24,7911000000,1.00,4.68,0.0613,76.37,-8.80,0.1439,0.0466,-0.0407,-0.1004,-0.80,0.5006,0.2562,8053980,64.67,92.74
PNC,PNC Bank,60635092000,12.65,11.06,5301000000,1.13,4.60,0.0338,136.18,9.70,0.1648,0.0339,-0.0324,-0.0255,0.72,0.4963,0.1952,2251310,108.45,144.32
PNFP,Pinnacle Finl Ptnrs,4199546000,10.89,5.12,359440000,1.44,0.64,0.0117,54.58,-2.40,0.1838,0.0280,-0.0361,-0.0960,-0.24,0.4712,0.2271,388465,43.23,61.60
PNR,Pentair Ltd,5908603000,15.99,2.26,347400000,1.18,0.72,0.0205,35.16,-13.00,-0.0693,-0.0319,-0.0676,-0.1756,-0.72,0.4158,0.2275,1052455,34.50,45.70
PNW,Pinnacle West Capital Corp,10734017000,21.80,4.47,511050000,0.10,2.95,0.0309,95.58,14.10,0.1218,0.0189,0.0023,0.1548,0.56,0.5037,0.1394,834940,80.22,99.81
PODD,Insulet Corp,9225834000,564.54,0.28,3290000,1.02,0.00,0.0000,153.07,75.80,0.9298,-0.0251,0.3044,0.6480,0.88,0.5114,0.2956,1077185,70.80,168.98
POOL,Pool Corp,8012745000,34.29,5.88,234460000,0.88,2.20,0.0110,200.71,36.20,0.3502,-0.0043,0.0467,0.2996,0.96,0.5566,0.1907,207590,136.83,204.97
POST,Post Holdings Inc,7329351000,22.02,4.66,467300000,0.32,0.00,0.0000,100.31,4.60,0.1254,-0.0491,-0.0687,0.0440,-0.32,0.4155,0.1822,590105,83.88,113.73
PPC,Pilgrim's Pride,7471760000,22.87,1.34,247950000,0.75,0.00,0.0000,29.97,73.40,0.9323,-0.0422,0.1335,0.6659,0.56,0.4756,0.2676,1562035,14.83,32.71
PPG,PPG Industries,26547516000,19.85,5.83,1341000000,1.23,2.04,0.0182,112.35,12.90,0.0990,-0.0296,-0.0346,0.0253,0.16,0.4414,0.2388,1051325,94.37,121.29
PPL,PPL Corp,21819082000,12.89,2.39,1827000000,0.50,1.65,0.0546,30.21,-1.20,0.0664,0.0141,-0.0264,-0.0095,-0.32,0.4570,0.1771,4613920,27.31,32.88
PRAH,Pra Health,6263395000,22.78,4.31,153910000,1.12,0.00,0.0000,95.08,-5.90,0.0339,-0.0797,-0.0176,-0.0891,-0.24,0.4230,0.2791,404370,82.12,121.98
PRGO,Perrigo Company,7066696000,13.41,3.99,131000000,1.49,0.84,0.0162,51.94,-2.10,0.3404,0.0405,0.0265,-0.2865,0.88,0.4864,0.2937,1106840,36.28,75.42
PRI,Primerica Inc,4923112000,15.31,7.89,324090000,1.37,1.36,0.0116,117.55,4.20,0.2030,-0.0084,-0.0474,-0.0348,-0.24,0.4282,0.2337,241755,90.28,132.17
PRU,Prudential Financial Inc,34149900000,7.42,11.73,4074000000,1.57,4.00,0.0471,84.95,-14.90,0.0417,0.0338,-0.1661,-0.1985,-0.72,0.4389,0.2110,2296590,75.61,106.60
PS,Pluralsight Inc Cl A,2177249000,0.00,-1.23,-83670000,2.29,0.00,0.0000,15.55,-26.10,-0.3397,-0.0220,-0.5003,-0.4003,-1.00,0.3651,0.4041,1869900,14.84,35.70
PSA,Public Storage,43094032000,23.11,8.38,1711030000,0.11,8.00,0.0324,246.82,23.50,0.2194,-0.0415,0.0007,0.2268,0.24,0.4665,0.1657,992530,193.89,266.76
PSTG,Pure Storage Inc,4068122000,0.00,-0.78,-178360000,1.75,0.00,0.0000,15.88,-26.60,-0.0124,-0.0719,0.0503,-0.3274,-0.48,0.4493,0.2579,2913265,12.68,24.40
PSX,Phillips 66,45222004000,8.90,11.39,5595000000,1.07,3.60,0.0357,100.82,-1.40,0.1703,-0.0009,0.0398,-0.1466,0.80,0.5007,0.1806,2619765,78.44,119.14
PTC,Ptc Inc,7222875000,62.67,1.03,51990000,1.14,0.00,0.0000,62.71,-37.60,-0.2435,-0.0658,-0.3091,-0.3635,-0.88,0.3611,0.2088,783840,62.05,102.47
PTEN,Patterson-Uti Energy,1602621000,0.00,-0.45,-321420000,1.52,0.16,0.0202,7.91,-54.20,-0.2357,-0.1182,-0.3134,-0.5571,-1.00,0.3875,0.8769,4372885,7.69,18.24
PVH,Phillips-Van Heusen Corp,5991576000,8.71,9.61,746400000,1.48,0.15,0.0019,80.81,-36.30,-0.1306,-0.0536,-0.1207,-0.3989,-0.56,0.4401,0.2487,1136030,67.41,136.30
PWR,Quanta Services,5270687000,13.14,2.84,293350000,1.20,0.16,0.0043,37.07,15.30,0.2316,0.0833,-0.0329,0.1385,0.40,0.5307,0.1933,1375240,27.90,41.00
PXD,Pioneer Natural Resources Company,20635598000,17.57,7.09,978000000,1.14,0.88,0.0071,123.46,-27.90,-0.0613,-0.0420,-0.1532,-0.3211,-0.80,0.4325,0.3680,1836935,114.79,189.78
PYPL,Paypal Holdings,116879000000,45.98,2.21,2057000000,0.96,0.00,0.0000,99.33,15.40,0.1812,-0.0974,-0.1507,0.2331,-0.72,0.3944,0.2364,6483215,74.66,121.48
QCOM,Qualcomm Inc,88560680000,25.03,3.05,-4864000000,1.59,2.48,0.0340,72.85,-0.60,0.2801,-0.0760,-0.0493,0.0271,0.40,0.4338,0.2837,6005565,49.10,90.34
QGEN,Qiagen N.V.,5730184000,23.75,1.35,190380000,0.85,0.00,0.0000,25.41,-36.70,-0.2624,-0.2564,-0.3619,-0.2874,-1.00,0.1441,0.8078,1721205,25.13,41.55
QRTEA,Qurate Retail Group,4001392000,5.38,1.82,916000000,1.19,0.00,0.0000,9.57,-51.50,-0.5095,-0.1436,-0.2467,-0.5451,-1.00,0.3625,0.4337,3391190,9.17,25.03
QRVO,Qorvo Inc,8534701000,13.11,5.64,133130000,1.09,0.00,0.0000,72.46,3.20,0.1932,-0.0396,0.0508,-0.0071,0.56,0.4712,0.2573,1096790,54.74,78.98
R,Ryder System,2520612000,8.08,5.97,273300000,1.85,2.24,0.0474,47.26,-29.60,-0.0185,-0.0688,-0.1488,-0.3311,-0.88,0.4004,0.2776,474430,44.80,71.27
RBC,Regal-Beloit Corp,2872128000,11.53,6.03,231200000,1.61,1.20,0.0175,68.49,-14.70,-0.0223,-0.0537,-0.1544,-0.1810,-0.88,0.3828,0.2138,302875,66.04,87.31
RCL,Royal Caribbean Cruises Ltd,21171948000,10.96,9.36,1811040000,1.40,3.12,0.0309,101.03,-17.20,0.0331,-0.0681,-0.0971,-0.1883,-0.88,0.3665,0.1911,1452300,89.48,131.04
RE,Everest Re Group,10203333000,19.65,12.96,103550000,0.26,5.60,0.0224,250.45,16.50,0.1501,0.0058,-0.0160,0.1023,0.40,0.4463,0.1897,350720,201.09,268.95
REG,Regency Centers Corp,11455873000,17.80,1.75,249130000,0.49,2.34,0.0342,68.37,10.60,0.1651,0.0217,-0.0065,0.0640,0.56,0.5488,0.1153,1000455,55.50,70.26
REGN,Regeneron Pharmaceuticals,31312820000,14.15,20.06,2444400000,1.14,0.00,0.0000,285.10,-27.40,-0.2367,-0.0236,-0.0586,-0.2767,-0.88,0.4815,0.2284,672025,271.37,442.00
REZI,Resideo Technologies Inc,1721362000,9.66,1.46,405000000,NaN,0.00,0.0000,14.02,-43.90,-0.3178,-0.0216,-0.3563,-0.4570,-1.00,0.4351,0.4254,925985,12.99,28.67
RF,Regions Financial Corp,14856825000,10.61,1.45,1759000000,1.55,0.62,0.0416,14.89,-10.70,0.1129,0.0027,-0.0159,-0.2033,0.08,0.4432,0.1964,9388655,12.39,18.77
RGA,Reinsurance Group of America Inc,9480049000,11.52,13.41,715840000,0.66,2.80,0.0185,151.05,8.00,0.0772,-0.0307,-0.0410,0.0370,0.08,0.4086,0.1405,310945,127.84,163.46
RGLD,Royal Gold Inc,8524110000,87.27,1.46,93830000,0.08,1.06,0.0082,130.02,74.30,0.5180,0.0003,0.2391,0.7056,0.72,0.5617,0.2547,566695,70.16,138.78
RHI,Robert Half International Inc,6200167000,14.18,3.81,434290000,1.36,1.24,0.0235,52.74,-18.90,-0.0780,-0.0125,-0.0804,-0.2241,-1.00,0.4268,0.2542,1105560,51.90,69.08
RIG,Transocean Inc,2502274000,0.00,-0.92,-1996000000,1.81,0.00,0.0000,4.09,-68.50,-0.4107,-0.1885,-0.3382,-0.7072,-0.88,0.3668,0.7341,22611025,3.76,14.47
RJF,Raymond James Financial,10613159000,11.04,7.08,856700000,1.52,1.36,0.0178,76.44,-13.10,0.0273,-0.0511,-0.0863,-0.1891,-0.56,0.3849,0.2010,1050665,69.11,95.21
RL,Ralph Lauren Corp,6948346000,12.34,7.42,430900000,0.89,2.75,0.0306,89.98,-29.70,-0.1303,-0.0486,-0.1918,-0.2971,-0.80,0.4229,0.3083,1123155,82.69,137.34
RMD,Resmed Inc,18710274000,36.21,3.65,404590000,0.41,1.56,0.0120,130.23,28.30,0.1437,-0.0718,0.0519,0.2073,0.40,0.4564,0.2085,541190,90.64,141.25
RNG,Ringcentral Inc,14265690000,0.00,-0.06,-26200000,0.83,0.00,0.0000,171.94,102.20,1.0856,0.2679,0.4367,1.1306,0.88,0.7365,0.9149,1544140,64.41,177.99
RNR,Renaissancere Holdings Ltd,8295389000,21.64,8.92,227360000,0.31,1.36,0.0072,187.84,43.00,0.4049,-0.0031,0.0183,0.3542,0.64,0.4893,0.2020,241135,118.28,195.18
ROK,Rockwell Automation Inc,17934986000,17.92,8.76,535500000,1.41,3.88,0.0253,153.28,-12.20,0.0186,-0.0482,-0.0264,-0.1719,-0.64,0.4346,0.2280,1014955,141.46,191.48
ROKU,Roku Inc,12553164000,0.00,-0.21,-8860000,1.68,0.00,0.0000,108.00,94.10,2.5248,-0.3642,0.0460,0.6453,0.24,0.4170,0.9664,21894500,26.30,176.55
ROL,Rollins Inc,11150898000,47.75,0.72,231660000,0.34,0.42,0.0123,34.05,-11.80,-0.0568,0.0038,-0.0812,-0.1333,-0.56,0.4988,0.1572,1325665,31.36,43.91
ROP,Roper Industries,34588980000,26.70,12.68,944400000,1.14,1.85,0.0056,332.58,12.70,0.2479,-0.1130,-0.1073,0.1382,-0.40,0.3641,0.1907,578380,245.59,385.51
ROST,Ross Stores Inc,39023432000,24.69,4.38,1587460000,0.84,1.02,0.0095,107.88,17.00,0.2966,-0.0119,0.0620,0.1252,0.88,0.5199,0.1978,1934455,75.91,111.42
RP,Realpage Inc,5733867000,54.68,1.14,34730000,1.31,0.00,0.0000,60.51,6.40,0.2557,-0.0542,-0.0182,0.0408,0.32,0.4345,0.2470,428130,42.90,65.92
RPAI,Retail Properties of America,2679221000,11.95,0.33,77640000,0.52,0.66,0.0528,12.54,8.80,0.1558,0.0709,0.0424,0.0407,0.40,0.6719,0.1039,1950980,10.57,13.33
RPM,RPM International Inc,8602970000,23.86,2.85,266560000,1.25,1.40,0.0211,66.34,14.30,0.1286,-0.0260,0.0794,0.0954,0.64,0.4644,0.2087,647950,51.95,70.49
RRC,Range Resources Corp,839603000,4.27,0.85,-1746480000,1.02,0.08,0.0240,3.34,-82.10,-0.6510,-0.1501,-0.4551,-0.8135,-1.00,0.3738,0.8335,16557971,3.32,18.59
RS,Reliance Steel & Aluminum Company,6544187000,10.96,9.01,633700000,1.30,2.20,0.0224,98.18,21.60,0.3795,-0.0190,0.0626,0.1552,0.56,0.4810,0.2050,474870,68.62,105.25
RSG,Republic Services,27456286000,27.57,3.14,1036900000,0.49,1.62,0.0189,85.60,17.80,0.1874,-0.0369,-0.0161,0.1750,0.08,0.4482,0.1422,1089375,67.48,90.61
RTN,Raytheon Company,53531928000,17.85,10.87,2909000000,0.87,3.77,0.0196,192.22,5.10,0.2535,0.0092,0.1062,-0.0706,0.80,0.5125,0.1973,1823145,144.27,206.81
RYN,Rayonier Inc REIT,3636122000,53.26,0.53,102220000,0.78,1.08,0.0385,28.05,-8.00,0.0130,0.0351,-0.0869,-0.1199,-0.56,0.5095,0.1534,501185,25.83,32.92
S,Sprint Corp,25089452000,0.00,-0.05,-1943000000,0.26,0.00,0.0000,6.13,-6.70,0.0533,-0.1012,-0.1077,-0.0598,-0.56,0.3776,0.2293,13180920,5.44,8.06
SABR,Sabre Corp,5807405000,18.41,1.17,337530000,0.76,0.56,0.0264,21.22,-11.00,-0.0194,-0.0978,-0.0778,-0.1314,-0.24,0.3073,0.1534,1649745,19.41,26.40
SAGE,Sage Therapeutic Com,7206668000,0.00,-12.66,-372880000,2.54,0.00,0.0000,139.51,-3.00,0.4564,-0.1084,-0.2196,0.0356,-0.72,0.3631,0.4158,376585,79.88,193.56
SATS,Echostar Corp,3466679000,184.50,0.20,-40480000,0.80,0.00,0.0000,35.59,4.80,0.1929,-0.0054,-0.0375,-0.0161,0.40,0.4098,0.2613,515315,27.29,41.32
SBAC,SBA Communications,26823984000,29.25,1.19,47450000,0.65,1.48,0.0062,237.16,51.90,0.4649,-0.0961,0.0160,0.5311,0.24,0.4204,0.2627,776470,146.13,270.42
SBGI,Sinclair Brdcst A,3556515000,11.17,3.67,341240000,1.18,0.80,0.0207,38.62,3.50,0.4662,-0.1197,-0.3102,0.3136,-0.72,0.3131,0.2906,770680,25.14,66.57
SBNY,Signature Bank,6335174000,10.60,11.14,505340000,1.36,2.24,0.0194,115.46,0.60,0.1230,-0.0171,-0.0709,-0.0047,-0.88,0.4290,0.1837,377960,98.54,137.93
SBUX,Starbucks Corp,101637000000,31.22,2.75,4518300000,0.53,1.44,0.0170,84.91,40.30,0.3185,-0.1131,-0.0289,0.5018,0.24,0.3586,0.1918,6473065,54.71,99.72
SC,Santander Consumer USA Holdings,8442180000,9.31,2.68,915930000,1.03,0.88,0.0361,24.40,26.90,0.3872,-0.0813,-0.0371,0.2519,0.24,0.3695,0.1526,899360,16.10,27.75
SCCO,Southern Peru Copper Corp,25008424000,17.55,1.88,1543000000,0.91,1.60,0.0495,32.35,-20.80,0.0513,-0.0230,-0.1485,-0.2376,-0.72,0.4303,0.2168,666765,29.01,43.43
SCHW,The Charles Schwab Corp,46052056000,13.38,2.65,3507000000,1.32,0.68,0.0193,35.23,-30.70,-0.1517,-0.1170,-0.1190,-0.3182,-0.88,0.3386,0.4156,10750265,34.58,52.35
SCI,Service Corp International,8239070000,25.02,1.83,447210000,0.90,0.72,0.0159,45.18,5.10,0.1222,-0.0332,-0.0336,0.0245,0.40,0.4010,0.1908,849125,37.52,48.69
SEB,Seaboard Corp,4718885000,26.56,155.48,-17000000,0.60,9.00,0.0022,4047.80,8.80,0.1441,-0.0641,-0.0244,0.0723,-0.16,0.4353,0.2283,470,3434.71,4743.71
SEE,Sealed Air Corp,6075963000,14.60,2.75,193100000,1.08,0.64,0.0163,39.32,5.50,0.1286,-0.0098,-0.1066,0.0108,-0.88,0.4055,0.2851,1042795,30.22,47.13
SEIC,Sei Investments Company,8682370000,18.85,3.08,505870000,1.31,0.66,0.0115,57.49,7.90,0.2444,-0.0234,0.0316,-0.0282,0.56,0.4708,0.1918,495295,42.27,61.35
SERV,Servicemaster Global Holdings,7600512000,32.80,1.69,-41000000,0.54,0.00,0.0000,55.94,31.90,0.5226,-0.0099,0.0555,0.2970,0.64,0.5159,0.1519,505950,34.28,58.78
SFM,Sprouts Farmers Mark,2174460000,15.16,1.22,158540000,0.37,0.00,0.0000,18.41,-30.20,-0.2169,-0.0043,-0.0223,-0.3141,-0.64,0.4546,0.1965,1219690,16.46,28.69
SGEN,Seattle Genetics Inc,13081531000,0.00,-1.40,-222690000,1.95,0.00,0.0000,80.89,23.30,0.4276,0.1480,0.2055,0.0496,1.00,0.5796,0.4830,1031430,50.71,88.20
SHW,Sherwin-Williams Company,50366236000,28.33,19.39,1108750000,1.27,4.52,0.0083,545.94,39.00,0.3875,0.0209,0.1797,0.2336,1.00,0.5761,0.1804,446645,355.28,554.08
SIRI,Sirius XM Holdings,27766850000,28.77,0.22,1175890000,1.01,0.05,0.0078,6.24,3.90,0.0928,-0.0016,0.0523,0.0073,0.88,0.5021,0.1784,18222279,5.23,6.51
SITC,Site Centers Corp,2670512000,11.73,1.04,114430000,0.73,0.80,0.0541,14.79,26.00,0.3360,0.0364,0.0964,0.1316,0.88,0.5628,0.1522,888455,10.71,15.23
SIVB,Svb Financial Group,9706340000,9.10,21.69,973840000,2.16,0.00,0.0000,188.33,-33.50,-0.0084,-0.0643,-0.1247,-0.4085,-0.88,0.3950,0.3763,562760,177.70,318.48
SIX,Six Flags Entertainment Corp,4168874000,15.24,3.21,276000000,0.99,3.28,0.0664,49.42,-23.00,-0.1116,-0.1485,-0.0551,-0.2607,-0.56,0.3783,0.2390,1610860,46.68,69.45
SJM,J.M. Smucker Company,12083384000,13.27,8.09,514400000,0.43,3.52,0.0332,105.95,-1.40,0.1333,0.0070,-0.1112,0.0148,-0.88,0.4328,0.1673,629055,91.32,128.43
SKX,Skechers U.S.A.,5576131000,17.32,2.11,301040000,0.80,0.00,0.0000,35.57,37.80,0.5540,0.0239,0.0989,0.3407,0.88,0.5261,0.2801,1616980,21.45,40.50
SLB,Schlumberger N.V.,42472084000,21.63,1.47,2138000000,1.49,2.00,0.0651,30.71,-47.30,-0.1488,-0.1020,-0.2301,-0.5121,-0.88,0.3388,0.3342,12549515,30.65,63.65
SLG,SL Green Realty Corp,6566986000,11.81,2.76,258650000,1.09,3.40,0.0427,79.68,-12.50,0.0076,-0.0151,-0.0158,-0.1591,-0.80,0.4633,0.1825,780875,75.46,97.59
SLGN,Silgan Holdings,3247451000,13.75,2.15,223990000,0.77,0.44,0.0151,29.21,10.50,0.2367,-0.0185,-0.0614,0.0645,-0.40,0.4433,0.1405,327510,22.24,31.69
SLM,SLM Corp,3459685000,6.88,1.19,487480000,1.45,0.12,0.0148,8.11,-24.60,-0.0241,-0.0795,-0.1490,-0.2525,-0.88,0.3672,0.2810,4271475,7.76,11.53
SMAR,Smartsheet Inc Cl A,4589518000,0.00,-0.61,-53890000,1.94,0.00,0.0000,39.37,33.90,0.5837,-0.0233,-0.2455,0.5379,-0.56,0.4389,0.5589,3539655,20.34,55.79
SMG,Scotts Miracle-Gro Company,5667354000,22.61,4.61,63700000,0.81,2.32,0.0227,102.12,41.30,0.6616,-0.0588,0.0202,0.2927,0.56,0.4751,0.2417,484040,57.96,114.63
SNA,Snap-On Inc,8385846000,12.72,12.14,679900000,1.25,3.80,0.0250,151.89,-9.00,0.0454,0.0054,-0.0501,-0.1530,-0.56,0.4665,0.1964,385360,135.29,179.98
SNDR,Schneider National Inc,3751274000,15.05,1.44,268900000,1.62,0.24,0.0113,21.18,1.90,0.1344,-0.0342,0.1879,-0.1006,0.72,0.5195,0.1816,579740,16.59,24.04
SNPS,Synopsys Inc,20129442000,33.71,4.09,432520000,1.21,0.00,0.0000,133.94,48.80,0.5900,-0.0795,-0.0122,0.4672,0.64,0.4751,0.2679,1019725,79.14,146.66
SNV,Synovus Financial Corp,5038250000,8.84,3.85,428480000,1.34,1.20,0.0364,33.01,-20.80,0.0319,-0.0790,-0.0479,-0.2829,-0.08,0.3920,0.2707,1377245,29.93,46.00
SNX,Synnex Corp,5683773000,8.93,12.65,300600000,1.02,1.50,0.0135,110.97,48.40,0.3727,0.2250,0.1266,0.3255,0.40,0.6533,0.6013,479615,71.82,115.56
SO,Southern Company,63832564000,21.43,2.89,2242000000,0.16,2.48,0.0404,61.36,40.60,0.3971,0.0282,0.0897,0.3971,1.00,0.5937,0.0963,4194755,42.50,62.36
SON,Sonoco Products Company,5565282000,16.18,3.50,313560000,0.89,1.72,0.0309,55.61,0.50,0.0467,-0.0324,-0.1587,0.0157,-0.72,0.3947,0.2046,435265,50.30,66.57
SPB,Spectrum Brands Holdings Inc,2291514000,21.93,2.20,768300000,1.75,1.68,0.0358,46.99,-30.60,0.1122,-0.1579,-0.1156,-0.3504,-0.88,0.3605,0.3999,587145,40.54,72.71
SPG,Simon Property Group,44931020000,12.04,7.48,2440060000,0.54,8.40,0.0576,145.87,-18.80,-0.1317,-0.0356,-0.1121,-0.1660,-0.88,0.3844,0.1722,1580280,145.42,191.49
SPGI,S&P Global Inc,59567656000,27.69,8.87,1958000000,1.07,2.28,0.0094,241.85,29.80,0.4231,-0.0967,0.0407,0.2728,0.40,0.4339,0.2320,1381755,156.68,269.57
SPLK,Splunk Inc,17800154000,0.00,-1.25,-275580000,2.06,0.00,0.0000,117.61,7.50,0.1217,0.0657,-0.0982,0.1201,-0.96,0.4786,0.3192,1716815,83.69,143.70
SPOT,Spotify Technology S.A.,20812910000,0.00,-0.69,-92120000,1.86,0.00,0.0000,115.08,-28.80,0.0139,-0.1542,-0.2024,-0.2960,-0.88,0.3431,0.2924,1578515,103.29,168.10
